student_star,comments
1,Horrible Prof. Never knows what she will do each day. Very unorganized. Never hasmarks back until months later. Learned nothing from her...
1,Horrible Prof. Never knows what she will do each day. Very unorganized. Never hasmarks back until months later. Learned nothing from her...
1,Mueller is a very oblivious professor. She sometimes just goes on random rants that make no sense what so ever and have relation to the topic at hand. During the start of the year I was looking forward to Sociology but now this field is ruined for me because of the experience in her class.
4,I love adele! she is great  i have had her for both research methods and senior seminar. I was iffy at first she does tend to be back and forth about due dates and requirements  but she is an easy marker. Always willing to sit down and have a chat  very caring individual :)
4,I love Adele. I have had alot of boring profs that just stand in front and say EXACTLY what was in the book... like i cant read. She talks about stuff that isnt on the test... there arent any tests. If you did the readings  you can get an A on every single paper. I have 12 credits with her... all A's. Shes very easy to talk to also!!!
1,Adele is not clear AT ALL...she's all over the place. You have no idea whether you will get an A or a D on a paper...that is if she doesnt loose it first. Not recommended....Classes we're useless  talking about the same points over and over again.
2.5,Okay. Im not going to be mean ill be fair. She is scatterbrained but  all sociology profs are. Hense  the discipline must have an effect on the mind. She is a little crazy but a great woman. She shouldnt be condemned for personality. I did not even know what was going on in her class but  if i talked to her one on one she was fine.
5,She was sooooo great.... Makes sure you understand  works with you until you get it.
5,Mrs. Talbert is Awesome! She makes sure you understand the each math concept before moving on  takes time with each student to help them.I feel well prepared for intermediate Algebra
5,Mrs. Talbert and Mrs. French teach math at Northeast  and I REALLY recommend you take their class!!! They are extremely helpful  work is easy  they are always friendly  they offer online classes which are so awesome  and most of all they truly care how you do. In the 3 tests we've had  I've made  99%  99%  and 101%. THEY ROCK! Math is so easy now!
4.5,I feel well prepared for intermediate. She is very helpful and takes the time to explain things if you don't get it the first time. She is very patient. I was Math challanged before this class and now I feel like I have a good base to move on.
5,basic math/beginner algebra. very energetic instructor. answers questions thoroughly. makes math fun and enjoyable. i highly recomend her.
5,Not necessarily a easy class  but well worth your effort and time! This instructor is awesome! She builds your knowledge up from ground Zero to algebra. She is very thorough  takes the extra time to work with students 1on 1  not something you see every
5,very good teacher for beginning algebra. very helpful and encourageing. i was well prepared for intermediate level.
5,awesome teacher  I recomend her to anyone  she is GREAT!!!!!!!!!!!
5,awesome teacher  and she goes out of her way to help you out if you have a problem.
5,Amazing teacher. Ms Phillips has GREAT lectures. Don't miss them. She gives practice tests. Do them! The semester project was time consuming  but you learn a lot. Labs are fun  laid back  and fairly easy. Lab reports - follow rubric and you do fine. One of the BEST teachers at TCC. Five stars!
5,"I LOVED Prof P. Her assignments were not difficult - film summary  labs were fun. Tests are open book for the most part. If you run into any ""life issues"" as she calls them  email her. She REALLY cares about you. Definitely best instructor I've had online. Responds to emails. Did you know you can't feed your cat milk? Would take again  if I could."
5,Prof Phillips is a great teacher. Definitely one of my favorites at TCC. She really cares. I learned a lot. But  I had to work hard! Tests are fair  usually there is a practice test. Start your semester project early! I loved this class and wish she taught other classes.
5,My favorite class so far at TCC. Very fair and understanding. Ask for an extension if you need one. Professor Phillips LOVES biology. You will  too! Study  take notes  do your extra credit.
4,Professor Phillips loves her job  and has so much to teach. Sit close listen  be on time. Its a lot of work but also a lot to learn. She is such a caring teacher and wants you to pass. You won't find many professors like her so don't miss this.
4,Great teacher. If you are a hard worker you will pass.
5,Mrs. Phillips is a very caring teacher. She will work with your schedule. Just ask. She loves biology and expects a lot. But  I appreciate that as a major. Keep up... take good notes. She is very fair. I loved the class and Mrs. Phillips.
5,Mary Wells Phillips  BIO for Majors. She is a great professor. She can be a bit confusing but SHE CARES. Shes super sweet  and cares for her students education. You WILL have to do a semester project that deals with research or volunteering work and a presentation for all of it. You can either choose a research project or to volunteer.
5,Prof Phillips's class was pretty enjoyable to take. I had been dreading taking bio but she has made it an easy experience. I was in a blended class that met once a week for lab. So for our class she was a little easier with the deadlines  but she's really understanding. If you're not interested in doing a semester project  don't take the class.
5,Professor Phillips does everything she can to make learning fun and easy to understand. She helps you be the best you can be in her class and she is full of amazing stories and information about biology!
5,"I enjoyed the class A LOT. The first couple of labs were a little confusing but after that the remaining labs were great. Professor Phillips was always well organized and always wanted her students to succeed. Even though I have not been big into science or biology  this class taught me a lot. Very nice and helpful when ""life happens."""
5,Prof. Phillips was an amazing teacher! If you put fourth an effort  you will pass. Very responsive on emails. Very good lectures. A wonderful Professor and person.
5,Great instructor and person. Very organized. Gives great feedback. Practice exams! YEAH!!!! Makes you ask questions. Wish she taught other courses. Absolutely recommend Ms. Phillips. LOVED her and her class!!
4,Prof. Phillips was one of my favorite professors I've had so far! I took her blended Biology class  so I only saw her for a Lab once a week. The weekly workload was very clearly lined out and I knew what was due and when. She was pretty lenient on due dates if you asked her  and was always willing to help. I would highly recommend!
4,Prof. Phillips was awesome! She is an extremely kind woman who will help you out if you ask. She's also very flexible with due dates. I learned a lot but there were times when I was just confused on what to expect/do. Tests and assignments weren't too bad. There is one big semester project that took up a lot of time. Take Prof. Phillips. Loved her!
5,Theres not really much to say about her besides she is an amazing teacher. She loves what she does and when she starts to get in to it you can see her eyes light up. She is incredibly sweet  and will help you if you fall behind. Tests and quizzes are open book  and the semester project is BIG! but worth it in the end.
4,Professor Phillips is a very good professor. She really cares about her students and wants to seeyou succeed. Her lectures can be confusing sometimes because she goes off on tangents. She responds to emails in a timely manner and is always willing to help out after class if you have questions. Just remember to go to class or you will get lost.
5,Mrs. Phillips was not the best at getting back to you on time via email  but if you stayed after class to talk  she is more than willing to hear you out and fix any problems your having.
5,I really loved Professor Phillips. I genuinely enjoyed attending her class each week. There were sometimes when the assignments were a bit confusing  but she was extremely lenient with due dates when she knew that we were confused. She always e-mailed back very fast and was always very willing to meet up whenever needed. She is also super nice!
5,Professor Phillips is TERRIFIC! She loves biology and cares about her students. She is knowledgeable and will try to explain things so that you can understand. Everything is posted on Bb  so if you miss a lecture  you won't get too lost. I enjoyed the labs and videos. I highly recommend!
5,Best Prof Ive ever had.
5,Hard course  but an excellent professor who clearly knows what he is doing. It is a challenging course  but if you put in the work then you will do fine.
5,I loved this class. Mr. Dinneen knows his stuff  and presents it in a way that actually makes it interesting. His tests are not easy  but he gives several opportunities for extra credit towards the end of the semester. I really feel like I learned and retained a lot of information in this class. Show up  take good notes  and you'll be fine.
4.5,I took his 16 week online course  and for anyone who is considering taking it be ready to read  answer questions in clear detail  and sit down and really work on the course for at least 2-3 hours at a time. If you really put in the effort  you'll easily pass. Plus  he's a great professor and pretty funny  too!
5,I took this 4wk class online. There is a lot of reading from the textbook and PowerPoint lectures. Tests are in the form of 2 essays and you have to know your stuff to get a good grade. He gives detailed feedback which is helpful. And offers weekly extra credit. This class is not an easy A but he is a good professor and I learned a ton!
4,"For the first test I was furious  I studied hard  read all assignments got barely C. I found what he is looking for  I got A. Pay attention what he said "" this will be in test"" or "" on the test I want you to draw the diagram"". He said those when students having hot debate. I did all the extra credits (3).Ask questions  be prepared  be creative."
5,I wondered why he didn't have a perfect score. Now that I see the rating criteria  he's not an easy A  and I don't think he'd want to be. The work is fair. It's college. He does a great job explaining things  he answers every question and he grades fair. I wish I had him for every course.
5,Mike is very passionate about teaching Government! He is tough but if you attend every class and keep up with the readings you will pass his class
4.5,He is AWESOME!! At first I wasn't sure but it got better. When he assigns a reading  read it! He will quiz you! Lectures are long  he sometimes goes over time but only by a few minutes. He is funny  cracks silly jokes. Study for his exams  they are not easy. They are 2 questions and written. You must work for grade. Would absolutely take him again!
5,Mr. Dineen is a excellent teacher. He's very professional.His class used alots of powerpoint which he is very good explaining everything in details. He's very good at teaching but I think that his test is hard but he make sure you truly learn and deserve the education that you need from his class. He's a very nice professor
4.5,I took his inline class. Really fun guy and very helpful. Made the class challenging and interesting. I have learn a lot. I highly recommend him. You will have to work a lot.
5,Great teacher! Very funny and will answer any question you have without hesitation. Highly Recommended! A++
5,There are 4 tests - 100% free response to a rather vague set of questions. It's almost all lecture  so you must attend class if you want an A. Outlines  lectures  and many aids are on Blackboard. This is not a blow off class  you must work hard if you want an A. Good instructor though  very clear on what he wants  and offers EC at end of semester.
5,Mr. Dineen is an absolutely wonderful instructor. He really knows his stuff. Attendance is a must. Tests are difficult  but if you study you will do good. Your grade will reflect the effort you put into learning the material. He makes learning about politics fun and didn't try to sway us left or right. He made us make up our own minds.
5,This was one of the best courses I've ever taken. He puts so much effort into his lectures and assignments  you really learn everything inside and out. You must put in the effort and follow his requirements in the syllabus to do well. Waiting until the last day to do the assignments is not a good idea. Not an easy A  but highly recommend.
5,He is an absolute amazing teacher  you MUST attend the class he is way better in class than online. he truly has a passion for this course. but KNOW YOUR STUFF! he has 4 tests with 2 essays  if you do not know the information or slept through lecture you will fail the tests  Read the textbook. I would recommend him any day! He is hilarious too.
5,The class feels like an honor's level class at times  due to his demanding nature. However  you earn every point you get  and you get every point you earn. Attendance is Mandatory. 4 tests  composed of two essays apiece. Gives possible topics for next test well in advance. Must be able to think for yourself and be prepared for class. Tough but fair
5,Mr. Dinneen is very intimidating at first. I thought it would be a ton of work  turns out he was great. Best Teacher I have ever had. Smart  Passionate  and even funny. MUST GO TO CLASS
5,His class is how any college course should be. He is very passionate about his subject and demonstrates so much knowledge. The point of the class is to understand our government and as long as you show up  review your notes  and prepare for class  you will succeed in that and it will be interesting. Don't expect an easy class
5,Great teacher!
4,Nice guy  if you have questions just ask. He is someone you really want to put in your network...for the future. So behave in class.
3,The most boring class ever. He goes too fast when lecturing and he grades harshly. He did curve our tests however which helped. Study a lot and try to keep up on reading. Pretty nice to me  just be nice back and try.
4,A nice little guy. He wrote the book  so he knows what he's talking about. But he WILL put you to sleep. You have no choice though  because he's the only one who teaches this class. It's not bad though. Just make sure you take notes from his power points  and read when he specifically tells you to.
4.5,Really nice guy  but the material is boring. His tests are hard  definitely study more than you normally would. He likes detail. Very helpful teacher  though a little forgetful at times. His bowties are cute.
2,these classes made me want to jump off a bridge. I cannot stand his cocky conservative views on anything. the only thing i liked was the project for survery and its relevence to the real world. It actually was an important part of my resume.
5,Great teacher!
1,this prof. really needs to retire.he is just an miserable old man  who thinks he is better than you and doesnt need to help you bc you should already know.he is very short with you and mean. also is very unclear about every element of the project and then messus up your grades on reports/tests.
3,Not a good grader. Makes a lot of mistakes in grading. Powerpoints are boring. Tests are tough  you must study power points. Other than that it's not a bad class. Just keep on top of how he's grading you.
2,BORING and a very difficult grader and loses students work!!! Not a very helpful teacher and I would not recommend ANYONE to take him!!
3,He's okay...a little nitpicky with the papers. Nice guy  but I dread taking him again b/c I know there'll be several papers involved. But he did take us on a day trip to NY
1,class sucks
3,Kinda boring with all his powerpoints. He does know his stuff very well. His test are kinda hard and the project is just annoying.
2.5,Try to buddy up to someone who has taken the class and get them to give you their old project as a reference. He is often unclear about what he expects and sometimes thinks you know things that you don't. He is a stickler on grading  but ok in general.
3.5,He's ok - projects thats all only 3 tests
1,"James 3:1 ""Not many of you should become teachers"" - Jesus No just no. Listening will get you more confused. Day 1 we were already behind an entire lecture. Enough said."
1,Hes not that great of a teacher. He talks about a lot of irrelevant things. You learn more about him than you do about the actual subject. He does curve  but you don't learn. WHICH SUCKS! Hes nice  but his class and ethic are annoying. He doesn't teach well. His test and lecture doesn't correlate! JUST study and stick thru the class
2.5,Grades easy and is very nice to all students. He gets kinda lost in his own lectures sometimes but put up with him and study along side his notes and you should get at least a B+.
2.5,Great guy  really cares about his students. Stick to the Biochem notes and you'll do fine. He curves so most people can pass with a C  but if you cant get at least a B- in his classes  you need to become a Business major. Attend lecture because he often cuts lots of material to study.
3,Very good looking. Overall  a very very very very EASY grader. Curves like crazy. EASY C in his class. Average is a B+. Nothing to worry about. Went to office hours and blew me off though.
4.5,Professor Cody is proficient at what he does and his method of teaching is excellent. He uses powerpoints and practice questions. He ensures that the class has complete understanding of each topic before proceeding to the next. He gives assignment for each chapter in an effort to make us practice and review the material on our personal time.
1.5,"I'm 50/50 on Cody. On the one hand  I got an A  but I feel like I taught myself a lot of the material from the book. Lots of homework! He's very thorough and knows his stuff  but he assumes his students are brain dead no-nothings and can actually be quite condescending and discouraging (""I don't know how you guys are going to do on this test"")."
5,This teacher was excellent. He knows his stuff but dont take advantage. I had him a while back  you will learn a lot. Besides he's Italian how could he go wrong!
2,has little respect for students  he speaks down to all of us. Some of us are his same age! He also refuses to go over the material in a step-by-step manner  he assumes we all know what he is doing.
1.5,"Horrible. My entire class is lost. He doesn't go over HW and only has 2 responses to questions  ""Google  People!"" or ""This is an upper level class  I expect you to know that."" He has a major ego issue  seems to me like he got beat up a lot when he was younger. His entire class is reading slide (provided by the publisher). Drop  Drop now!"
4,Hard but very fair. Highly recommend.
5,AWESOME. I loved having him as a professor. He's really good at getting the point across. Helpful when you don't understand. Very organized and nice.
4,Very well organized  exams were fair but you must do your homeworks and study on your own to do well.
5,This was a challenging class. I took it on Saturday and Sunday from 9-12. He was the lecture professor and I liked him a lot. He was so nice and so clear about what was on his exams. There are no surprises.
5,HE WAS MY REMEDIAL MATH TEACHER WAYYY BACK. GREAT GUY  EASY AS HELL  AND THEN AGAIN SO WAS THE CLASS. TOTAL PUSH OVER  CARING  AND NICE. TRIES TO BE ENTERTAINING. I LIKE HIM A LOT
4,"Prof Cody comes off a lot more difficult than his class really is...in a class that was mandatory for me  I dreaded it...the typical ""if you are not dedicated  there's the door"". Well  I got the b+  earned the respect of a difficult teacher  and learned things aren't always what they seem at first."
4,No Comments
1,Runs the Chem Department like an even shorter Napoleon. The whole C Building is toxic  and he's been inhaling the fumes.
1,This guys a horror. All he does is read his slides  he never answers a question. He's just plain mean.
5,Excellent Professor. Helpful. Funny. And Genuine.
5,She made me want to be an English major. Her teaching style and ability is superb. I had so much fun with the material  and she grades fairly. She gives so much help as long as you ask.
4.5,first day of class i was intimidated cuz she lets you know right away its going to be A LOT expected from you ie READ/STUDY. GRADES HARD ON ESSAYS. i got 2 B's and i usually get A's. EXPLAIN EXPLAIN EXPLAIN YOUR THOUGHTS ON PASSAGES ON PAPERS! overall i learned A LOT take her if u r an english maj
5,Great teacher. She grades hard on papers  but is easier on exams. She has a passion for literature  and one can tell she loves her job.
5,very nice. brilliant  yet easy to understand. professional and funny. will help you if you ask. Encourages class discussions. 2 papers  midterm  and final.
4,A ball full of energy this one is  she will keep you laughing and interestred in lectures. Sometimes I found the paper topics a little difficult  but they were managable. Overall  good experience.
5,I really liked her. I had her twice  and she made me think. She does play favorites however  but if you participate she will like you. She is more about the thought behind things than the technicality of the work you do.
5,I really enjoyed this class and this professor. I thought it was refreshing to read works by female authors especially since male authors tend to be emphasized in english classes.
4,Alot of reading and interpreting/analying novels on your own.
3,She is really nice and passionate about the material but she is so boring! I could barely sit through her lectures! They way she grades papers is very misleading and inconsistent. On one I spent hours making sure it was perfect and I only got a B  on another I wrote it in 3 hours and got an A. Go figure.
3.5,Excellent class and excellent professor. Some of the material covered is very tough  but Dr. Bonca explained it well. I will never love The Romantics  but she made them understandable. Great passion for her subject. Student-friendly.
2.5,Much emphasis on unknown female only authors? glanced over and skipped prominent male authors to spend time solely on female issues. Hard grader  hard tests. Journals she doesn't collect. Everyday let the class go early  I felt robbed  unprepared. Verbose  but lacking in the clasics of the period. Need some new perspective  a universal PC view.
5,Dr. Bonca is passionate about literature! Take her class & you'll walk away w/ an immense appreciation for the same. Journals were helpful & I definitely used them for writing essays & exam prep. She reads everything you give her & makes herself available to students. She's an amazing person.
1.5,Does not adjust grading for in-class essays. Grades as if they are done out of class. Nitpicks explications. Journals were pointless because only received feedback on a few. Majority of journals are collected on the last day of class. Grading them beforehand would have been helpful.
5,Dr. Bonca is an amazing professor. Her love for the literature really shows. Yes  she's tough on papers but that just means you need to put in extra effort...not every class is going to be an easy A. Definitely worth taking  even if you are not interested in the time period  she makes it worth it!
5,Helpful  clear  knowledgeable  pleasant  I like her a lot  I believe most will agree she's a great professor. Very accomodating & passionate about English! Take her.
4.5,Took her my freshman year for English 101. Was always helpful to look over my paper and to answer my questions. I want to take her for more English classes  but she usually teaches at El Toro.
3.5,No Comments
5,I really enjoy the amount of attention he puts into trying to understand where his students are coming from. He is obviously passionate about his subject and has great practical knowledge which brings the philosophical concepts we study down to a workable level for Undergrads.
4.5,If you can follow his classes you will remember them forever.Yes  he does diverge  but most of the important features of the discussion come through understanding these. One sided? His view IS the other side and he DOES explain both  not liberal  just practical.He does not force feed you things and his views of the school ARE OBVIOUS OBERVATIONS
4.5,very interesting  very energetic.
5,McSteamy
4.5,Dr. C is a great guy. He is totally approachable and helpful. And you can easily bullsh*t your way through his classes!
2,I was very turned off by this individual. Too bad he's very very opinionated and can't take a question for a question and not an attack on his views. I'm dedicated to trying to make it through my college career without having him as a teacher.
5,Ah  the zoo trip  need I say more?
5,Dr. C. seems to really love his teaching...took us to the zoo and showed us cool stuff with the bonobos..he was communicating with them! also showed us films and was generally easy to talk with out of class. I definitely would take a class with him again. The final exam was my favorite.
5,Loved it
5,Good
1,I was really looking forward to my first psych class and he completely turned me off. It was a horrible experience. He definitely played favorites. He constantly complained about the core and was probably just upset that psychology isn't part of it.
2,Rants about the state of and dislike for the school frequently  which is a bummer. Often vague or one-sided in class lecture
5,very enthusiastic
5,perfect
4.5,i like the class so far. Sherry  you are the best  thanks for all the help.
4,She did a nice job of showing us the sea. It was fun.
4.5,I really like this class. She kicked out some cheaters so that means she cares.
4.5,Sherry  you are nice and know a lot about ocean life. I liked it.
5,I really learned a lot in her class
3,Sanchez is a total freak. Talking about sex with college students  makes her day. If you are a christian or have any set of morals beware! She is the most extreme liberal professor I've ever had! I respect the fact that she has an opinion on issues like abortion  but she WILL try to force her extreme liberal views down your neck!
2.5,I'm currently in this class and it sucks. Its friggin health class so it should be easy  and I shouldn't have to try gah dammit!anyway... I studied for the last test and didn't do so well  even with a study guide. It'd be more helpful to know exactly what's on the test. Wellness project is easy tho.
2,OK so this is Health not SEX class......she is a **** and needs to learn that there are other classes! She has no compassion whatsoever and needs to realize that things come up and she does NOT have any understanding parts anywhere...I WISH SHE WOULD GET FIRED OR SOMETHING
5,Loved Her!!! She made sure all her students were up to date on assignments and her tests were fairly easy. Pay attention in class and you will do well!
3,Talks about her sexual actions and sex WAY too much.
5,Her passion is teaching Women's health and human sexuality  but if you take her for statistics she still teaches well  most of the assignments are easy and quizzes and take home tests are easy too.
5,Have to study for the tests  but the class is very easy. She tells you exactly what you need to know for the test and even gives a study guide.
5,Dr. Sanchez is awesome!!! She is very clear on what needs to be done in class and in HEA 375 there are no tests  just weekly quizzes!
5,Great professor.. Have to study for the tests but she makes the class interesting.
5,No Comments
4.5,No Comments
1,Very confusing. Makes the simplest problems so confusing. I've never been taught math in the way that he teaches it. I'm better off teaching myself. Do yourself a favor and don't take him unless your good at math.
1,I don't know how anyone could say he is good. He started with Chapter 9 of the book which is crazy. His test are ridiculously hard even with open book and the study sheet. I had to withdraw from the class and get a W because if not I would've ended with a D. No way!I got an A in statistics but I'm failing beginner math... SILLY!
2,Hard to understand with his accent. Lectures were tough I passed with a B+ even with his review sheets. Really nice guy though! Just not recommended unless you know Math.
2.5,I took his Mathematics for Liberal Arts class  and it was ridiculously easy. Attendance isn't mandatory. There are 3 open book exams. He gives a review sheet before each exam that is basically the actual exam with the numbers changed. He can be pretty unclear at times  but if you ask him to explain himself he will.
2,His lectures make no sense but you never have to show up to class. He only gives a midterm and final and as long as you get the review he gives out the class before youll do fine. He uses the same exact questions on the midterm and final as the review with different numbers. he leaves the room during the test and the class takes the test together
4,Has an accent  but doesn't make it any harder to understand. Open book test. Don't play around because of it though. Open book Math is not easy.
3.5,Very thick Russian accent  sometimes hard to understand. Overall a great professor. Explains in detail and will gladly re-explain anything you're not sure on. Attendance is not mandatory  nor is doing homework. 3 tests make up your grade and they are all open book  open notes plus he usually gives a take-home test after to help boost your grade.
2.5,I don't know how people can say hes good. his tests are the review changed. but its still not understandable at all. nothing but tests count towards ur grade  had no idea what i was doing in his class. really brought down my gpa
4.5,Tulovsky is the best teacher at St. Johns. Teaches really well. Easy A... Take him if you can
4,I LOVE THIS TEACHER. seriously i hate math and cannot understand his silly accent but the tests are a breeze  show up the day before for the review and you will get an A no questions.
4.5,thick accent but easy. Open Note Open Book take home tests can't be much easier to get an A then that. in other words he is the man!!!
5,Very easy A.. open book tests... just do the homework and ask him to review it in class... if you don't know anything let him know.... open book tests include your notes and textbook which is great!... great professor ... :)
5,No Comments
3.5,BEST professor.. 3 open book/open note tests.. lets u cheat.. doesnt take attendance after about first 2 weeks of class.. does a review before every test.. easy A [especially if u have smart friends =)]
4,Tulovsky is the man!!!!
1,No Comments
4,Heavy russian accent. very helpful. Open book  open note tests. Sometimes even able to cheat if you wanted. He knows his stuff  tests are a bit hard though.
5,great teacher
5,THE BEST CLASS EVER. U DONT HAVE TO GO  HIS TEST ARE OPEN BOOK  AND U CAN CHEAT. CLASS IS A JOKE EASY A
4,Good math teacher
4,Sound informative and very interesting. Does bring family home life into class but always puts them in context of lessons being taught. Love her.
2,she sucks
5,I loved taking her class!! Although she likes to talk about her kids  she deserves it sounds like theyve been through it. but she is a really good teacher and if you need help  she will give it if you ask. She also has a good sense of humor. She's the best!!
5,online course had lots of quizes. had to read the book  but teacher was helpful
1,She lost my take home final had to retake it with out notes or a book my grade went from A to a B
1,Where do I start...Camarata is unorganized  scatter-brained  and not intouch with reality. She spends if not all  the majority of class time talking about the problems she has with her children. AVOID her classes at all costs!! I didn't learn ANYTHING from 3 semesters worth of classes.
3,No Comments
3,No Comments
5,Prof Colasurdo is an awesome professor. I just loved his class. He is a great teacher and he is definitely not boring  has a great sense of humor.
3.5,Got an A in his Sociology 1 Winter 2005 class. He has a very abrasive personality  he'll get in your face and ask you rude questions. Sometimes his remarks are stereotypes which will offend you. Overall  his tests aren't too bad  make sure you read the book and review it. He does give pretests/take home tests  use these to your advantage.
4.5,Professor Colasurdo is a great professor. He welcomes discussions and is knowledgeable about the subject. Even though I think Sociology is BS he made it tolerable for me. He's real easy to get along with. Easy A.
5,Awesome guy  can be funny at times. has great discussion in class. lots of written work but fun class to be in
5,"I liked him. 1st day of class he said ""no one's leaving here with less than a C [unless u do absolutely nothing]"" but i took him 2 years ago hope hes still the same. But he's really cool! I recommend anyone to take his class"
5,Mr.C is great. He dose make up his own words but it's kinda funny. He'll talk up until the very last second of the class so don't expect to go home early  ever. Lost of written assignments but they're easy. And easy A. oh yeah  turn your cell phone off in class or he'll get mad
3.5,psy majors beware  this teacher thinks psychology is a waste of time. he's narrow minded  but you shouldn't be afraid to get into debates w/him. i still enjoyed the class because it's an interesting topic  and he is a likeable guy  and he kind of grows on you. it was a fairly easy A.
1,Who hired this guy?! Worst class I have EVER taken.Long tests dry  illogical lectures he makes up words very hard 2 follow.He also changes what he says as if that's what he said all along-including when assignments r due.Wants u 2 memorize not learn.Got an A but it was TORTURE!
4.5,Funny at times  tries to make the fun interesting. He make become repetitive  but he does have good lectures sometimes. Has 3 tests 100 questions and a final. Gives you the pre test for each one of those tests. He might change about 10 or 15 answers from pre test. Ready the book!!!Good Guy.
2.5,His test is hard. The pre-test is not helpful a lot! There are 95 multi-choices questions  which drive me crazy!
5,great teacher do all ur work study and get an A
4,He is enthusiastic and loud. He doesnt like late people and you better have your book with you at every class. Too much work in the class for a GE credit. Too many written essay assignments and quizes. The tests are the same as the pre-tests  and then change later.
4.5,hes cooler than a fan...a little strange but thats what makes the class fun...gotta keep up on your work or it'll screw you later...lots of essays but he gives you a long time to finish...1 take home test to help you out...because of his style of teaching the whole class ends up pretty close...hes o
4.5,Great teacher. Pretty easy class. Do the homework and study the pretest and you'll do fine. He has a good sence of humor.
4,his lectures are boring  i got an A in class  never opened my book. He gives you a pretest with answers  pretest has exactly the same questions as the test. easy easy easy teacher!!!!
5,I liked him  but closed minded at times. He came from left field at times and condescending. Take him.easy essays  follows book...and will not let you sleep in class..
2.5,boringggggg teacherrrrrrrr.........grades easyyyyyyyy.......3 exams and da final =)
3,Very enthusiastic about what he's teaching  but sadly closeminded  although tolerant of dissent. Teaches pretty much to the book.r Very generous grading policy.
5,GREAT GUY BUY TOO ENERGENIC
5,makes learning extremly fun. sometimes give to many essays  buy you'll forgive him. It's hard to get a word in sometimes. Time really flies in this class. For once learning was enjoyable.
5,He is an amazing professor  his tests aren't hard AT ALL  he does have web assignments due every week  but they're easy. He is hilarious  he makes jokes all the time  but I genuinely laugh. Awesome class  very interesting material. I would recommend him 1000 times.
5,Amazing teacher! Easy class  does attendance every class  and doesn't believe in teaching on Fridays. There are two paragraph papers due every Wednesday over interesting topics. You are free to have opinions  he doesn't judge. Really funny and will help you if needed. Even though you have a textbook  you only need it for study guides.
4,Dr. Holcomb is one of the greatest educators I have had since coming to EKU. I had no idea that Health education could be so interesting. Dr. Holcomb is so inspiring as he lectures and the material is easy. Lots o f class discussions  which helps you learn a lot about other cultures. An easy A  students gets all info needed to pass this class.
5,He straight gives you the answers to the test  so if you listen you'll get a 100. You have easy papers every week. Easy A and he does not have class on fridays even though it is MWF
3.5,THIS CLASS WAS BY THE FAR THE EASIEST CLASS I HAVE EVER TAKEN AT EKU. DR. HOLCOMB IS VERY NICE  A LITTLE WEIRD BUT YOU WILL LEARN TO LOVE HIM AND MAKE SURE YOU GO TO EVERY CLASS (NO CLASS ON FRIDAYS) AND DO YOUR WEB ASSIGNMENTS AND COMPLETE YOUR WELLNESS PROJECT AND THERES NO WAY YOU CAN GET ANYTHING LESS THAN A B!!!!
4,His class was cake. We were scheduled to meet MWF but we only ever met on MW. His class is easy and you don't really have to do anything to do well other than your wellness project which still isn't that hard.
4.5,Everyday is a class discussion & it's SUPER easy. You couldn't have an easier class. He takes attendance everyday  but only has class on Mon & Wed for the MWF class. You turn in a two paragraph research paper instead of coming on Friday & it's so simple. He reads off the answers for his tests  so write down what he says. Easy A.
3.5,SO EASY!! Highly recommend. MWF class but he does not have class Fridays - instead you have to write two paragraphs on a given topic and that's. He's super nice and there's virtually no work involved with the class and he tells you word for word what will be on the test. EASIEST CLASS EVER.
5,He is 7 feet of pure awesomeness. Definitely recommended & you will never stress about this class! He relates to the kids. No class on fridays  no final and he only takes off one point if you don't show up for class. But you do learn a lot if you do.
4,He is easy He is real laid back.A study guide for the exams is included in the syllabus.Right before the exams he will walk you through every question and he tells the answer to each one. You must right a little 2 paragraph paper on a current topic that he includes in the syllabus.In return for this he cancels class for a day. He is EXTERMELY EASY!
4.5,I love this professor! He is so funny and no class on friday! I would recommend this class to anyone!
5,Great Professor. Great class. I would deffinetly take another class with this professor.
3,EASY class. I'd reccomend it though no class on friday. Definitely good to not have to walk to begley three days a week. He is really easy going  super easy class. He takes two classes before each test to review EVERYTHING that is gonna be on the test  I cannot stress how easy this class is  I'd recommend him  you will learn a little bit
4,does NOT lecture topics covered in tests. pointless to come to class everyday  no classes on Friday (2 paragraph research paper instead). he covers the entire test a few days before class  discussing and answering all the questions. You can pass with a B if you just show up  take notes. if you miss class only 1 point per class missed.
2.5,Definitely a freshman level class.... Talks about beginner level discussions... Boring.
4.5,He is a great professor. No class on Friday and hardly any work. The work is easy and so are the exams. I highly recommend taking a class taught by Dr. Holcomb.
4,Super easy. He does take attendance but told me that he only counts off one point every day you don't come. And You do have to write the little half page papers every week  but he also only counts off one point for not doing those too. (I think I only did two  and went to class about 50% of the time  had a B.)
5,Entertaining professor. Class is mandatory but it's not at all boring or difficult to sit through. One major health assignment  two tests and one take home final. Very easy  pretty fun and a kind and understanding professor. No class on Fridays either. You write two paragraphs a week on a health topic instead.
5,Love this class. We never had Friday classes  instead you have to write a little one page paper every week on a different curent topic. Very easy A if you do the papers. We only had two test  which had study guides and they were all multipule choice. He is a funny guy who understand that this is a Gen Ed class and is willing to work with students t
5,Super easy. Really funny guy. Doesn't have class on fridays.
4,Dr. Ballard is a very interesting person
1,Unrealistic!! Avoid him!! He is so struck on himself that he does not lecture on important material. He likes hearing himself talk. He is interesting but a joke too.
